appid	name	detailed_description
2820590	Sex College 🔞	Welcome to the world of Sex College 🔞, an exciting adult only visual novel that will unravel the secrets of college life and love! You are a determined guy with a mysterious past who has moved to a new college, hoping that luck and love will smile upon him. In this world, where every girl is a mystery and every choice can change your fate, you will embark on an exciting adventure. As the protagonist, you have to make an important choice: join an elite club and enjoy the attention of the hottest girls, or help the director, thereby having a fascinating time with his charming daughter and elegant wife. But be warned: to win the hearts of the beauties, you will have to complete exciting tasks - steal something valuable, plant it, and follow mysterious personalities. For each successful act, the player will be rewarded with frantic flirting and unique moments with the chosen girl. Get ready for incredible choices and exciting twists and turns in Sex College 🔞 - where every whisper can reveal a secret, and every kiss can change your life! Features A fascinating story A Multitude of Sexy Situations An immersive storyline filled with emotional twists and moments that will make your heart race. VN Style story with dynamic camera angles, and outfits you select Diverse characters, each with unique personality traits and backgrounds, making your journey even more intriguing. Ability to play with one hand. ( ͡~ ͜ʖ ͡°) 
1355020	Human Or Virus	Two years after the outbreak of the new coronavirus, the virus has mutated. You will lead your team to face a group of zombies, intelligent robots and various mutant beasts. Laying the foundation for the survival and development of human beings, the optimized system can programmatically change the quality of the game and the player's gaming experience. It can also adjust the number of enemies, effects and sound effects according to the player's performance. 'Human Or Virus' guarantees that every game will bring a satisfying, unique and challenging experience, in line with the players' respective game styles. &gt; More than 10 new weapons and items, let players get in touch with zombies. &gt; New survivors. New story. New dialogue. &gt; Various immersive battle maps. &gt; Dozens of infected people, let you experience the feeling of doom 联系地址 zbaklu530723633@gmail.com 本游戏由作者钟浩林独立开发拥有和运营
564900	Space Hotel	One of your ship's engines breaks down while on a trade route. You are forced to make a landing in the nearest star system Merope, constellation Pleiades. Your task is to find a way to the main hangar and escape on the ship of those who remained there forever. Features: First person survival horror Atmosphere Best screamer Best graphics
1768540	Bewildered	Bewildered is a single player combat-adventure game, in which you play as the chosen guardian of your tribe’s sacred island. Due to an experiment gone wrong, a portal connected to a ghastly world opened up, pouring corruption over the entire island. Now, the slumbering guardian beast has awakened anew to defend its birthplace from getting consumed, but perhaps this time, cooperation is required. Both guardians, beast and human, must work together in an attempt to push back the corruption and close the cataclysmic portal. Will destruction and magic be enough? Restore your island Expel the various types and deadly amounts of corruption from your sacred island and restore it back to its previous state! Guardian Monster Find the island's Guardian Monster and cooperate together in order to expel the dreadful corruption from your sacred island. Combine your unique abilities and close the pouring portal once and for all! Mysterious Relic Passed down from generation to generation, this ancient relic will provide you with fascinating new abilities such as Dashing, Shielding and Commanding the Guardian Monster! Utilize your abilities wisely and efficiently in order to restore your island! 
2960710	BDSM Sex - Episode 5	A visual novel series with animations about a young woman exploring the world of BDSM. In this episode, Katy surrenders to both her Master and Mistress. GAME DESCRIPTION In episode five, Katy returns to her Master’s dungeon, excited to try new sensations. To her surprise, she finds both her Master and Mistress Sam, with whom she had played in their last session. The Master commands Sam to arouse Katy, leading to a wild scene under his watchful gaze. With Katy both horny and curious, they move on to experimenting with various BDSM devices. Follow the story to discover what else the two dominants have prepared for her. We promise a story with arousing dialogue, realistic-looking characters, and high-definition graphics. FEATURES - HD renders and animations - Video and image gallery
2920270	Super Sus	EXPERIENCE INTRIGUE AND STRATEGY - Play as a Spacecrew: Achieve victory by completing all tasks or smartly identifying and voting out the impostors. - Play as an Impostor: Execute covert eliminations and deploy strategic sabotages to create discord among the Spacecrew. - Play as a Neutral: Each neutral role comes with unique objectives. Excel in these roles to claim your victory. - Teamwork is Key: Work closely with teammates to complete critical tasks and ensure the safety of your spaceship. Will you maintain trust, or will betrayal lead to chaos? PARTY FOR FUN - Duo and Squad Modes: Perfect for playing alongside friends and family. Team up, strategize, deduce, and enjoy the game together. - Private Rooms with Custom Rules: Take control by setting your own game rules and inviting friends and family to join. DIVERSE MODES: - Colosseum: Fight to be the last one standing in this ultimate survival challenge. - Hide &amp; Seek: Complete tasks and dodge the hunters in this thrilling evasion showdown. - Lover Mode：Stay alive with your lover and navigate challenges together to secure victory. - More: More modes are waiting for you to explore. CUSTOMIZE YOUR GAMEPLAY: - Upgrade Your Role: Enhance your roles with exclusive Emotes, Action Effects, Fashion outfits, and more. Stand out with your unique style! Ready for a journey filled with trust, deception, and tactical gameplay? Download Super Sus now and step into the vastness of space where every match is a new mystery!
1262080	Black blood	Black Blood is a mix of Tower Defense and a top—down shooter where you have to defend 4 lighthouses from alien invaders. Use weapons, build defensive towers and upgrade them with the help of resources extracted from defeated enemies. Your assistant will be a drone that attacks, heals and repairs your structures if you improve its capabilities. Every decision matters — choose what to spend your limited resources on: new weapons, drone upgrades, or building defenses. The game combines action, strategy and survival elements, where it is important to properly manage resources and develop tactics for each stage. Key Features: Complex protection Build towers and protect lighthouses from waves of enemies. Assistant drone it helps in combat, treatment and repair. Lots of improvements upgrade weapons and structures. Intense action dynamic battles with robots and aliens. Retro graphics and soundtrack An atmospheric retro style game with great music. 
2899230	Manaulyn	Manaulyn takes place on an Earth abandoned by Humans and taken over by Mythicals, creatures of folklore. Follow the moose as they search for their missing friend after a failed patrol to gather materials and magic water for the town. “Manaulyn” is an action-adventure game in a fantasy-dystopian world. As a single-player mode game, the player can play as a moose to rescue a lost friend. The player has to survive the enemies living in the woods while searching for the missing friend. Mythicals will attack the character until they reach a dead end, where a lake holding magical water is guarded by both a hydra and a kraken. The player, using the mouse and keyboard, can also use magic to combat any foes who dare to try and stop the player from achieving their goal. At the end of their journey, the main character will obtain the needed materials for their town and hopefully find their friend.
881880	Degeneration	STORY The storm was louder than ever and it was snowing again outside. It was Atohi’s watch up in the church’s second tower. He’d been up there for at least two hours, watching for signs of life. There was nothing, no movement except the falling snow; the same as always. Sweeping the distant snowfield, Atohi scanned back over the same spot, brows furrowed. “Something’s different”, he muttered quietly. Zooming in, he could just make out large footprints in the crisp snow. He followed them with the binoculars, pausing and scanning back as his gaze swept over a flash of red. There, standing several miles away stood the man in the old red coat, watching him. Atohi reeled in shock, the binoculars tumbling from his hand, stumbling back. Fear filled his mind, overwhelming him as the world turned black, and he collapsed to the stone floor. Since the snow started falling, many have entered the church high in the mountains seeking refuge. Many have tried to leave, to take their chances in the snow outside. None have survived ten paces. FEATURES -With two road friends have a journey that makes you review all imposed ideas to you. -Solve the puzzles while passing through the dark atmosphere of an apocalyptic world. -Run away from monsters and unearthly creatures that want to kill you wherever you are. -Take control of your future. Are you going to be a main character or are you going to remain still as a used figurant?
2384800	Starjet Fights	3D Space War Shoot 'em up!!! Fly a starjet, fight against other fighters and destroy the enemy destroyer ships. There are 6 levels in the game with varying degrees of difficulty. The jet is controlled with the mouse and the speed is adjusted with W and S. You fight with laser weapons. 
2492300	West Ride	Embark on a thrilling journey in West Ride An open-world sandbox driving game Description The year is 2199, and an immense energy source has been discovered near planet 'Haucury-A709'. You've been assigned the critical task of locating and gathering valuable data on this energy. However, as you approach the source in your spaceship, a powerful energy surge disrupts your radar and scanners, causing a disastrous collision with an asteroid. Your ship's engine is destroyed, forcing an emergency crash landing on a mysterious planet. With your ship and cargo lost, only one vehicle remains intact. It's up to you to drive through this strange world, find a safe haven, and unravel the secrets that lie within. Gameplay In West Ride, you'll start on sandbox missions to earn gears, which can be used to purchase new vehicles and upgrade them. Each mission will test your driving skills as you navigate through diverse and challenging landscapes. However, be prepared to face a variety of anomalies that hinder your progress. These anomalies possess unique effects, some may damage your vehicle or toss you off-course, while others can teleport you to different locations or provide an exhilarating nitro boost. Along your journey, explore the vast world to uncover hidden treasures, adding another layer of excitement and discovery. Key Features Immerse yourself in the captivating anime-style graphics that bring West Ride's world to life. Enjoy over 40 diverse and dynamic background music tracks that will enhance your anime-inspired gameplay experience. Traverse a wide range of stunning environments, from desert dunes and wastelands to lunar landscapes and towering mountains. Take on a multitude of sandbox missions, each offering unique challenges and rewards. Purchase a variety of vehicles and upgrade them to unleash their full potential. Brace yourself for radioactive storms that intensify the danger and excitement of your journey. Encounter anomalies that both impede and aid your progress. be strategic in navigating their unpredictable effects. Unearth hidden treasures scattered across the lands, rewarding those with a keen eye for exploration 
540650	Dawn of Warriors	'Dawn of Warriors--Chaos Wars' is a Roguelike Action RPG game. In the chaos wars between Heaven and Hell, you are a warrior fighting against the evil force.
2011230	Hentai Pussy 3	Hentai is not just 2D girls, this is a whole art. And in this art units understand. The game 'Hentai Pussy 3' is a hentai puzzle in which you need to move the elements vertically or horizontally to get the finished image. The game has hot levels, as well as a gallery, after completing a level, you can review your victories here. Hentai girls, this is a whole era of art.
554280	Time Carnage VR	Time Carnage is a frantic VR survival wave shooter. Travel through time and wreak havoc through worlds swarming with dinosaurs, monsters, robots and zombies. Featuring an unique frenzy inducing timed-reload system that makes you feel like a real bad-ass. Shoot, drop, switch, repeat! to unlock and upgrade your arsenal with mix-and-match weapons, time-altering perks and ludicrous arcade cheats. Choose your loadout wisely as you’ll manically swap out active guns on the fly in a 16-tier Campaign or Custom Arcade Mode complete with perks, challenges and mystery items. Immerse yourself in a post-apocalyptic world, prehistoric jungle, icy wasteland and a futuristic metropolis. For each zone you’ll handpick a selection of guns to suit your play style and battle with a timed-reload system as you unlock an arsenal of over 25 mix-and-match dual wielding weapons. Finding it too challenging? Keep an eye out for a Time Paradox — they might just give you an unfair advantage! FEATURES • Immersive first-person VR shooting action • Unlock, upgrade and mix-and-match over 25 dual wielding weapons! • An unique frenzy inducing timed-reload system that makes you feel bad ass. Shoot, drop, switch, repeat! • Multiple Game Modes including Campaign, Arcade and Challenge • Realistic and dynamic environments with 16 unique locations • Catch your breath with the time-stalling paradox • Dinosaurs, monsters, robots and zombies! • Punishing challenges for weapon perks and arcade cheats.
1495090	Christmas Mosaic Puzzle	Christmas Mosaic Puzzle is an exciting puzzle game with a winter holiday theme! The time for Christmas wonders and gifts begins with Christmas Mosaic Puzzle! Assemble unusual puzzles – 120 colorful mosaics that are fun for all ages! Challenge yourself – each level is more difficult than the last, but has to be completed within the time limit! Or enable untimed mode in the game settings and enjoy the game using hints. Christmas Mosaic Puzzle is a true winter fairy tale! Santa Claus is giving you 120 unique mosaics made of various materials: wood, cloth, paper, stone, metal, glass and precious stones. The winter holidays are the theme of each mosaic: preparations for Christmas and the New Year, holiday traditions, time at home with the family, the beauty of nature in winter, gifts, a beautiful Christmas tree, tasty treats and a truly magical atmosphere. Get away from the hubbub of daily life and enjoy colorful mosiacs with Christmas Mosaic Puzzle!
340600	The Depths of Tolagal	The Depths of Tolagal is an addictive roguelike dungeon crawler with an emphasis on tactical combat. You are searching for your missing apprentice within the deep, dark dungeons of Tolagal. Did he go there willingly, or was he kidnapped? You don't really care, you just want your damn apprentice back! Features Deep tactical gameplay. Loads of different monsters, each with unique AI. Loads of loot. Procedurally generated levels. Unique abilities tied in to the different weapons available in the game. Action point based combat. Play with or without permadeath - your high scores will only be recorded for permadeath runs though! Story mode - rescue your apprentice from the depths of Tolagal in this semi-structured mode. Infinite mode - get as far as you can in an endless dungeon. Try to beat your high score! Learn more about the dungeon of Tolagal in each run by finding journal entries written by the various inhabitants of Tolagal. Easy to learn but hard to master. Challenging but not unfair. 
2292220	Dungeons of the Obelisk	Welcome to Topia! Create a customizable adventurer and explore the mysterious Obelisk and the dungeons that lie within. Add your friends and chat as you play. Engage in turn-based combat against a range of mobs but beware, the battles are deceptively simple but have a hidden layer of difficulty and strategy that will keep advanced players gripped. Collect rare and legendary items from unique loot drops as you level up your paragon infinitely. Purchase powerful buffs from the Emporium to enhance your chances of finding legendary loot. Save up your crystals to get artifacts and companions from the Curio Shop and check out the Tailor Shop for trendy cosmetics. Defeat the formidable Boss of the Breach to collect prestigious set items. Join the leaderboards to see how you stack up against your friends. Meet a host of friendly NPCs to help you on your adventure. Join our community, strategize with friends, and help our game continue to grow with future updates!
960730	Memories Off Sorekara	*This game is only available in Japanese, Traditional Chinese, and Simplified Chinese. 2004年に登場した恋愛アドベンチャーゲーム「メモリーズオフ～それから～」をフルＨＤ移植。 ストーリーを読み進め、選択肢を選んでいくシンプルなアドベンチャーゲーム方式を採用。 選択肢でストーリーが分岐。複数のエンディングへと進んでいきます。 収録シナリオ 「本編」 「PrologueStory」 Introduction けがえのない想い…そして、また 浜咲学園に通う高校3年生「鷺沢一蹴」 彼には同学年の彼女、「陵いのり」がいた。 何もかも順調だった。 しかし、それは唐突に訪れる……。 卒業も間近に控えた雨の日のバレンタインデー……。 いのりからデートに誘われた一蹴は、いのりから告白された想い出の場所に連れて行く。 そこで渡されるチョコレートと一緒に渡されたのは…… いのりからの一方的な別れ話。 果たして別れの訳は……一蹴といのりの関係は……！？ 失いたくない想いと新たな想いに葛藤する一蹴。 そして……彼が選ぶ選択とは？ STAFF キャラクターデザイン：松尾ゆきひろ、輿水隆之 シナリオ：たきもとまさし、林直孝、安本亨、松川しゅうさく キャスト： 陵いのり：小林沙苗 鷺沢縁：石原絵里子 藤原雅：かかずゆみ 花祭果凛：榎本温子 野乃原葉夜：こやまきみこ さよりん：小林由美子 木瀬歩：白石涼子 白河ほたる：水樹奈々 白河静流：菊池志穂 黒須カナタ：福井裕佳梨 稲穂信：間島淳司 飛田扉：志倉千代丸
842070	FantasyDynasty: Le château DERETIC	C'est la panique au château , une armée de démon a débarquer a l’intérieur , vous êtes leur dernière chance de les repousser . Incarner un héros pour sauver le château et les habitants qui y demeurent . Gérer votre barre de vie restera votre problème principale . Ce mini jeu comprend des mécaniques simple , une histoire courte mais la difficulté n'en reste pas moindre . Jeu A-RPG (Action-Role Playing Game) .
809700	CubeRun	What to expect: CubeRun is a level based game with a big variation of maps. During your gameplay you will experience levels in a lot of different difficulties. The levels are short but intensive and sometimes really nerve-wracking. During the gameplay will the player control a fast moving cube and the goal is to avoid all obstacles and make it to the end of the level. The levels are always getting harder and you will encounter moving obstacles and hard jumps. Do you have what it takes to beat it? The game will always be saved and you can continue from where you ended by pressing 'LOAD'. If you like hard Challenging games, this is probably something you will love Gameplay: Gameplay on various maps Unlock player skins by collecting coins Get power-ups by collecting specific 'cans' Avoid static and moving blocks Make your way to the end of the map Features: 60 levels Tutorial Partial controller support In-game skin system Upcoming Features: More levels More power-ups 
356510	Soccer Rage	Soccer Rage is a sport/action game that features: a hybrid engine of soccer and fighting. This game has a dynamic and fast-paced soccer gameplay. There are no red cards, no off-sides, no outside balls, no substitutions, brutal fouls are allowed along with fighting. In order to beat your opponent you need to have a greater goal difference or make your opponent have less than 7 players on the field. There are no red cards, no off-sides, no outside balls, no substitutions, brutal fouls are allowed along with fighting. Create the best strategy in order to beat the opponent team while attacking or defending. For example, while attacking: you can give passes, long range passes, one and two passes, you can shoot, precise shooting, lofted shooting, rage shooting and much more. As for defending: you can perform moves such as: tackle, slide tackle, shoulder barging, and also you can rage slide tackle and fight your opponent. Damage your opponent until they get injured pulling them off the game and remember: any team with less than 7 players will lose the game. Available features There are 8 teams to play with. Full keyboard and controller support Full customizable controllers Up to 4 players in a local multiplayer match. Tournament mode. Planned features Online Multiplayer. Advanced AI 8 more teams 8 more scenarios. Team/Player customization Strategy planning. Thanks for your support and please comment about the game and the features you would like to see on it, we are committed to bring those features and as much as we can possibly do, making together the Best Sport Game on PC,MAC and Linux please also visit our website for more information:
405950	Lowglow	Lowglow - an audiovisual puzzle journey. - Beautiful graphics that play with glow and darkness like no other game before. - Tranquil ambient musics combined with dynamic sfx create a soothing and engaging gameplay experience. -As the game progresses it offers the player lots of different mechanics, keeping the gameplay fresh. -All of this is being tied together with a story that takes the player on a journey to save the realm of Umbralite. - Be warned! You will forget the surrounding world when you get sucked into the Lowglow! Features The game includes over 100 mind-bending levels. The gameplay is physics driven and plays with different gravitations, pushes, pulls and portals for starters. You are an astral light drop in the endless sea of darkness, trying to bring shine where it's needed the most. Each set of levels has a strong theme where the coloring, audio and mechanics vary greatly. The levels have lots of weird mechanics that are sure to keep you entertained throughout the game.
2576480	To The Mars	Are you ready to climb toward to Mars just for fun? This is a concise game, nothing more. You can always repeat it, you learn from mistakes. It should be simple enough, good luck to everyone. Can you get to the second level without falling? Can you make it through this difficult process without falling? And will you be able to move on to chapter 2? To The Mars : it is a platform game,you have to climb Toward to Mars by overcoming various platforms and objects to spend your life on Mars,There are checkpoints only at the starting points and not anywhere else, increasing the difficulty of overcoming the game. CLİMB TO THE MARS!!
1174990	Sushi Pachi Panic	Sushi Pachi Panic is an indie-made pachinko game starring anime-inspired characters, the Sushi Girls! Play pachinko! Play mini-games to win bonuses! Trade in points to unlock gallery images!
323850	Move or Die	Free DLC Forever &amp; Mods Our idea of an awesome game is a constantly updated one. So we plan to release regular content updates , consisting of new game modes, characters, levels and even new mechanics, completely FREE of charge! On top of that, the game is mod friendly and has a level editor as well as Steam Workshop support, so you can browse through awesome content made by fellow players like you! After all, the game's initials are MOD. Check out our modding wiki on our official website. About the Game Move or Die is the frenzied and unpredictable 4-player party game where the rules change every 20 seconds. With only ONE constant: If you don’t move, you DIE . Whether on the couch with friends or playing online with people from around the world, join the mayhem at any given time and put a bit of BOOM in your everyday life 💣 Play as one of several outrageous characters on the couch with friends, online against people from around the world, or battle devious bots offline. Choose from a 35+ and always increasing roster of original game modes like Jump Shot, Chainsaw Backstab, Rocket Run and more! Need more chaos? Activate special game-changing modifiers that keep things fresh by bending the rules even further. Acquire unique skins for your character and unlock new game modes as you smash your online opponents. Daily Contributions - A community-wide challenge! Check in every day to pitch in towards a global community goal that unlocks special and exclusive items for all contributors! FREE Content Updates: New content, including game modes, characters and new features are added on a regular basis to keep Move or Die’s friendship-ruining-meter high. Always for free, forever and ever. Blessed by the MODs: Build and share your own characters, game modes, mechanics, levels, soundtracks and more. Includes Steam Workshop support, as well as a super user-friendly level editor. 
1145810	Desert lost	This is a third person action game,Players are surrounded by monsters,Players are free to explore the surrounding area.Players must avoid monster attacks or kill them to survive,Watch out for the monster leader. It's very dangerous. Control keys: WASD movement The left Shift running Left mouse button attack Space leaping Mouse control direction
1961060	Pawsecuted	Features Explore A different world each time with dynamically spawned quests and encounters. Scavenge The world was left devastated after the Great Mammal War. Search through the ruins of the Furless in a post-apocalyptic world. Craft Create the tools of survival, construct burrows, brew drinks and forge weapons. Settlements Establish agricultural, industrial and commercial sites to help rebuild the civilisation of the Evolved. Recruit Hire mercenaries and convince followers to populate your settlements or join you in battle. Vehicles Scavenge and repair vehicles, establish an oil industry to fuel your fleet. Consistent Map Transition Time doesn't stop when you get into a fight. Long, drawn out battles will tire you out. Combat Fight off venomous snakes, pistol-toting wallabies, and everything else trying to kill you. Or run away, that's fine too. Tactical Gameplay Time only moves when you do. Think and plan ahead to avoid death. Day/Night Cycle Makes activities during the night more dangerous. Line of sight, travel/search speed affected. Tag-Based Actions Extensive item tagging system that determines actions available to you. Anything with an Ignite tag can start a fire, anything with a Slice tag can make a sandwich. Story or Sandbox Follow the main storyline to find out more about the world, or completely ignore it and wander the Outback. Branching Quests Multiple ways to complete quests. Bribe a dog, complete a fetch quest or beat him up to get answers. Difficulty The world becomes more dangerous the further out you travel. You decide when you're ready. Lore/Backstory Pawsecuted exists in an alternate timeline that diverges from ours after the first cloning of sheep in 1984. This breakthrough led to huge advances in gene editing technology, and created a world with zero ethical restrictions on modifying DNA of non-human mammals. There was massive demand from people who wanted pets with humanlike qualities. Even wild animals were being modified to become suitable as household companions. By the mid-2010's, consumers could conveniently purchase gene mods giving their pets abilities such as speech, upright movement and even higher intelligence. Almost every household had multiple pets, modded for everything from entertaining children to construction work. In the 2020's, mammals started demanding equal rights to humans. Their demand was simple - nobody 'owns' anybody else, all mammals are free to choose their own destiny. Humanity pushed back, and the Great Mammal War for independence began. War lasted for over a decade and the world was left devastated. By the 2050's, the humans had all but been annihilated and forgotten. The only reminders of their rule are the ruined cities, towns and villages left behind. Your story begins in the distant aftermath of this war. You are a life-long convict in a work camp run by a zealous Koala. This is all you've ever known and all you expected to ever know. Until one day...
970970	Crappy Tube	People left this place not so long ago, but it has already looked old. Dangerous monsters and bandits hide there. Walking through the factory to escape from abadoned and dangerous town. Run to the tube to survive. Features: - Classic FPS gameplay - Тense atmosphere - Frightening tunnel - Dangerous enemies
1258830	Typing Fingers - Enemy	Get into typing-style battles against unknown enemies that are trying to wipe out humankind from all the universe. Play the role of a commander and control ships mentally with a Brain Ship Program, while you are diving in the greatest space war against illiteracy and surviving to regain control of every human star-base and colony that fell under the enemy's power. A LETTER FOR THE PLAYER “We, humans, have conquered all... first the earth and then the universe itself is at our feet. No one is able to stop us, we build the dimensional Space Gate and The Central Brain of Mankind, which allows us to control everything flawlessly. What harm could it cause to hold so much power? Nothing less is expected from the most capable creatures that ever live. Thought, We have never believed evil would come our way again. We were unbeatable… what a foolish thought. One day almost out of nowhere, we were surprised by an unknown enemy, that successfully infiltrated and took control of The Central Brain of Mankind. That was the beginning of the end of our peaceful days. We lost control of all our ships, communications with other star-bases, colonies were shut down, and as if that wasn´t enough, the dimensional Space Gate was destroyed. Overthrown in a blink of an eye, how could this happen to us again? Please, Commander, Hurry! You and your Brain Ship Program are our only and last hope!! The destiny of all humankind in your hands.” CHOOSE YOUR DIFFICULTY Challenge yourself according to your expertise and typing dexterity between three modes: easy, medium, and hard. As you increase your difficulty level so it will the number and speed of the enemy ships that will fiercely come in your way. GAME MECHANICS Enemies will appear in waves and different types of ships will throw you all kinds of projectiles. Pay attention to every destroyable object because they will have a letter or word attached to them, so type as fast as possible without making mistakes to destroy them. Keep your eyes wide open to your surroundings and solve the nearest words first. If you don’t get typing mistakes, you’ll receive bonuses and power-ups to use on each level, but if you do so get ready to assume the consequences.
2368260	The Crisis Zone	Welcome to the captivating world of our game, 'The Crisis Zone'! This thrilling exploration game combines elements of horror and nostalgic intrigue to immerse you in a gripping and perilous adventure. As a player, you'll assume the role of a mysterious character who awakens in a remote quarantine zone, completely cut off from the outside world. Surrounded by ruins and darkness, you'll experience a mixture of fear and curiosity about what has transpired here and the hidden secrets that await discovery. As you venture through the desolate locations of the quarantine zone, you'll encounter various dangers and challenges. Terrifying monsters and malevolent creatures will stalk you, while the dark secrets of the past will try to impede your quest for truth. However, you are not alone— a military drone will accompany you, patrolling the territory, alerting you to any detected movement, and providing vital survival information. While exploring the sinister maze of ruins, you'll uncover clues and documents that gradually unveil the complex and terrifying story of this place. Secret military experiments, the aftermath of an unknown disaster, and the mystery of losing contact with the outside world create an eerie and suspenseful backdrop. Throughout the game, you'll receive messages from military command, providing you with crucial hints and tasks. Every decision you make and every item you find will bring you closer to freedom and unraveling the mystery. 'Enigma Explorer: Shadows of the Past' challenges you to explore, solve puzzles, and fight for survival in a dark and captivating world. Each step you take brings you closer to answers and a possible escape from this malevolent quarantine zone. Unleash your curiosity and inner courage as you prepare to confront your own fears in this captivating exploration game. An adventure filled with suspense, danger, and discoveries awaits you in 'The Crisis Zone'! Are you ready to embark on this journey?
626170	Apocalypse Night	Apocalypse Night is an addictive 2D action platforming survival game in which you scavenge resources, build bases, rescue survivors, defend yourself against hostile humans and hordes of monsters, search for new weapons and technologies, defenses and utilities. In Apocalypse Night your goal is simple – survive. You start in a small town that is constantly being attacked by monsters, with only one weapon to defend yourself should you work fast. With an addictive cycle of elimination, construction, fighting and random elements that make each match different. Features: ►17 weapons with unique caracteristics ►4 different characters with unique traits ►20 types of enemies ►Bosses ►Simple build-and-defense mechanic ►Intuitive mobility ►3 special habilits for the player ►Randomized events ►Portals
1914680	Sex Search	Are you tired of a hard day at work? Or, on the contrary, do you want to strain your brains and make a test for the brain? Then this game is especially for you! The essence of the game is simple - you have an exorcism in front of you and you need to find 10 hidden items of clothing. The interest of the game also adds a variety of different game modes! Among which: 1) Normal Mode - here you can spend small gaming sessions as relaxed as possible. Select the level you are interested in and find 10 hidden items of clothing there. Found? Get the hottest image in the gallery as a reward! 2) Random Mode - here you can spend a lot of time. The level will be randomly selected and all items of clothing will be scattered randomly across the field. After passing the level, you immediately move to another with the same rules. 3) Time Attack Mode - this mode is a challenge for your attentiveness! Here, in 60 seconds, you will need to look for 10 hidden items of clothing at a random level. For each item found, you will receive +2 seconds to the timer. When finding all the items on the level - you are moved to the next one, saving your time. How long can you last? Game Features: 3 unique game modes 5 varied and desolate levels Unique system for placing items on levels The game is completely free 
654500	Super XYX	Super XYX is a new shmup from the creator of Fire Arrow X, ZPF and a couple of others. Co-developed and published by Team Grybanser Fox. Black Serpent rises... The year is 3999, humanity has long colonized itself across the galaxy, devouring new worlds for their resources, enjoying the interstellar life of luxury, more or less friendly interactions with other alien races. That was until an ancient threat has awakened from it's slumber. The Black Serpent, the great destroyer of worlds. He's back and he's about to make the Milky Way, his greatest feast yet. A bunch of unrelated misfits Now, there's a bunch of heroes who are fighting back...... but they have nothing to do with saving the world. No, they've got all their own reasons to fight Black Serpent and his forces. And there's 6 of them (4 of which are unlockable) each with unique shots and bombs. Tell me more about what's in this thing - 6 Stages....? Featuring big bosses and a lot of zakos to blow up. - Multiple unlockable game modes and characters - A full blown YM2151 soundtrack by Epilis - An experience calling back to the early 90s of arcade shmups! Awesome note: You can access additional options like difficulty settings in the game, by going into options &gt; pad/keyboard settings &gt; more options!
3090910	她杀 - The Suspected Murder	About Us hope you enjoy our game. Thank you. -QQ：991658228 - -BUG Feedback QQ：1007876176 -EMAIL：Spicygames@163.com About Game THE SUSPECTED MURDER is a story-driven adventure game. --The game has two parts, the Real World and Fictional World . --Two different parts have different vision styles as well as gaming experiences, with clues and information interconnected. Story --The backstage of the story is set in modern China. The core of the story is about marriage, about husband &amp; wife, whom, sometimes, are the most familiar strangers,even the horrible ones. --Within the investigators' eyes, the player will travel through different worlds between reality and fiction, seeking truth through multiple pieces of information, concerning the death and the hidden life the famous novelist. Gameplay --in the Real world, player focus on investigation in daily thing like laptops, cell phones etc，which needs more logical thinking and daily life experience. --in the Fictional World, player interacts with environment and objects, which takes more intuition, as well as imagination to solve. Manga-style --The fiction part of the game is unreal and artistic, with a classic black &amp; white manga vision style. --The real world life is oppressive, while the fiction world is wild. Traveling in fiction is an adventure, and a psychological insight into the character's twisted mind. Multiple Endings --The story has three endings. When the truth is finally revealed, the audience will have the opportunity to make key choices, which leads the story to completely different terminals. --The key to the ending choices, is every audience's own judgement and empathy for the main characters. Law, emotion, or justice, what are you going to choose? 
765010	Strid	Summary Vehicles - Use vehicles such as tanks and helicopters to destroy the enemy. Modifiable terrain - Construct or destroy terrain to your advantage. Fog of war - Out-maneuver your enemy by utilizing the fog of war. Unlocks - Each kit has a variation with some new items that can be unlocked. Expand your arsenal by unlocking new weapons with increasing experience. Squads - Invite some friends and play as a squad in intense battles. Online or LAN - Host or join games on LAN or online. Bots - Play with humans or bots. Kits - Choose between 7 different kits, each holding 5 unique items with varying tactical purposes. Conquest - Capture flags and reduce the enemy team's tickets to zero to win the battle. Tactical Items - Use smoke-grenades and flash-bangs to distract enemies in close quarters firefights. Call in air strikes using laser target designation and radio. The game was built with organic, home-grown C++ code, OpenGL and a few open source libraries by a one-man team. Though I have limited time for this, I try to update the game from time to time. I've found that the best way to play this game is to play 1on1 or more with a few bots on each team. If you try it alone you probably want to play with a few bots on your side versus many more bots. Maintain control of the most flags so the enemy tickets will bleed out. I have one server hosted in France, so if you live in Europe this should be okay, but you can always host your own LAN server. To host a public server you need to port forward: UDP Port 17112 TCP Port 17113 Discord server: 
