appid	name	detailed_description
1974610	panzer arena: prologue	panzer arena: prologue is an experimental tank pvp game. boost, drift and flip your way through any kind of terrain in order to destroy your opponents. use several types of abilities and weapons and compete in multiple game modes. movement you control a nimble little tanks that can jump, dash and do all kinds of flips. no terrain is too difficult to conquer and no opponent can escape if you master the movement in panzer arena. combat currently you have the choice of 4 weapons and a few abilities. you can dash, use a dome, stealth or use an impulse dart that can propel you to even bigger heights. tanks have the thickest armor up front so you can't just spam your shots, you need to calculate every move and wait for the right moment to strike in the rear of your opponent. style switch up your style based on the situation. is your opponent aggressive? use a shotgun. is your opponent shy? use the charge rifle! or perhaps it's best to just freestyle and be creative. the invisible skybox is your limit! game modes currently you can play free for all, team deathmatch and duels. the first two are self-explanatory but the duels mode needs some explanation. imagine you've invited your friends over to play video-games but there's only 2 controllers. what do you? well you play winner stays on. two players go head to head while the other watch (or taunt) and wait their turn. winner stays on, loser gets put in the back of the queue. experimental please note that this project is highly experimental. i'm developing this on my own so don't expect a ton of updates or content drops. your feedback is very much appreciated!
2198790	chippy's escape from seaberry keep	help chippy escape from seaberry keep! along the way, discover secrets about the witch's potion business, team up with a bunny, play games with ghosts, and re-decorate the mansion! features point &amp; click gameplay 2d exploration adventure story voiced in english decorate rooms with cute furnishings using a drag-and-drop system!
3207280	a robot's tiny adventure	a robot's tiny adventure is a calming, short and peaceful game where you take on the role of a tiny robot created to help others. explore a small open world at your own pace, interact with npcs and help them solve their problems, while enjoying a relaxing experience focused on exploration. features: - a small world full of collectables to be found - calm and relaxing soundtrack - npcs full of problems to be solved.
2519060	call of duty®: modern warfare® iii	adapt or die in a fight against the ultimate threat in the direct sequel to the record-breaking call of duty®: modern warfare® ii, captain price and task force 141 face off against the ultimate threat. the ultranationalist war criminal vladimir makarov is extending his grasp across the world causing task force 141 to fight like never before. it’s time to settle old scores and start new ones modern warfare® iii celebrates the 20th anniversary of call of duty® with one of the greatest collections of multiplayer maps ever assembled - both fan favorites and all new ones. this includes all 16 launch maps from the original modern warfare® 2 (2009), modernized with new modes and gameplay features, as well as multiple new core 6v6 maps. all new open world zombies for the first time, team up with other squads to survive and fight massive hordes of the undead in the largest call of duty® zombies map ever. modern warfare® zombies (mwz) tells a new treyarch zombies story with missions, core zombies features, and secrets to discover.
791570	redline ultimate racing	ever dreamed of owning and managing your own car racing team? redline ultimate racing allows you to make your dreams come true! take control of either a randomly generated racing universe (complete with cars, sponsors, tracks/schedule, drivers and crew chiefs) or load your own custom-created universe into the game. features include: random racing universe generator creates a completely new and different challenge every game, including schedules, track names and cities and sponsors. hire up to 4 drivers for your team, each with 13 different stats including special 'quirks' possible for each one. hire crew chiefs with 10 different stats and quirks as well. compete against 40 other drivers and make the financial decisions for your team to guide it to prosperity. sign them to contracts to keep them on your team. buy cars with 5 different stats, or use the research and development feature to create your own car with parameters you set yourself. dozens of possible special quirks possible for cars. cars wear out over the course of a season and must be repaired. full unlimited career seasons possible, with driver/crew development, injuries and tons of special events possible during a game. full stats are tracked for every driver, including top 5 and top 10 finishes, wins, poles, dnf's and more. sim races quickly with detailed box scores/stats, or watch them play out with special decision points you may be able to interact with (the second feature coming soon) . a nascar-based points and earnings system is built into the game, and other factors include 4 different types of tracks and weather can influence the results as well. sign with sponsors and get funding for your team, or go it on your own. they will expect a certain level of performance to stick with you! will you be able to hold onto them, or will they dump you at the end of the season. easy to use and attractive ui makes managing your team simple and easy, not to mention fun. engaging news snippets of the previous race appear after every contest, and special random events can influence your season's progression. built-in feature to create and load your own custom universe setups, whether they be old or new. (coming soon) ever wanted to see how the 1985 nascar season would have ended up? would darrell waltrip have been crowned champion -- or would bill elliot have been beaten him out? now you can see for yourself! add in your own driver pictures, racing logos and even basic car designs if you like. grab the wheel and take control of your very own stock car racing team today!
1599600	plateup!	up to four players build and run a restaurant from scratch, choosing dishes, buying and placing appliances – some of which can be daisy-chained together to create ambitious automatic kitchens – cooking food and serving customers. players have free rein to design their restaurant which will expand and develop between shifts – with additional content and challenges unlocked through progression. can you cook, serve and manage your way through 15 hectic days in your restaurant and unlock a brand-new franchise? classic co-op cooking action, with a wide selection of mains, sides, sauces, toppings, desserts, and starters. choose your equipment, lay out your kitchen, curate your menu and plate up your dishes. from bubbling soups to sublime salads, tender steaks to hearty pies, there's something for everyone. look after front-of-house: seating customers, delivering orders, and managing patience. equip your restaurant to handle the most fickle of customers and deliver them what they need, right when they need it. co-operate with your team like a well-olive-oiled machine or build a name for yourself going it alone. exceed your goals and take your franchise to greater heights at a new location, bringing with you new unlocks and upgrade upgrade and rearrange your restaurant to your personal taste: when the restaurant closes for the day, the planning begins! decide what new equipment to purchase, and place it wherever you want. want to go high-tech? install the turbo-ovens, crank up the conveyors, and make way for the robo-kitchen of the future. fancy something a little more... fancy? curate your art collection, fix up that wallpaper, enlist a friend as a maître d' and get ready to provide the culinary experience of a lifetime. exceed your goals and start over at your next location, bringing with you new unlocks and upgrades. tailor your brand towards gourmet dining, or fine-tune your fast food franchise. every restaurant is procedurally-generated with its own climate, customers and conditions. return to your franchise hq to view your achievements, customise your characters and upgrade your kit, ready for your next adventure!
707470	jumpfist	reclaim your games from the evil pickle-arms johnson! jumpfist is a fast paced platformer that will test even the most seasoned of gamers! jump, punch, slide &amp; elbow-drop your way through mayhem and reclaim your stolen games! you like fast paced platformers do you? you want a challenge you say? jumpfist is designed to test you, challenge you and yes....break you (legit i threw my controller down a few times beta testing) jump, slide, punch and elbow drop your way through 40 levels! too hard? jump with a friend, local co-op available. beat the developer times and become the fastest! hilarious death commentary! jumpfist is here! get that parkour today!
952140	surrogate	key features: explore - each environment is connected to another in a web allowing the player to choose their own path through the world. customize - build vehicles that reflect your style of play with upgradeable attributes. adapt - commandeer the ideal vehicle for each encounter through experiencing and assessing the unique characteristics of each vehicle. discover - fight for the truth you choose to uncover with three possible conclusions to jill's story. the story so far: the 21st century saw the dwindling of resources, large scale extinction and an overpopulation crisis that led to a final effort to prevent further destruction to earth‘s ecosystem where millions migrated to a series of underground facilities. these facilities provided oxygen through the flourishing fauna and flora housed in artificial environments. the watchdog acquired the most sophisticated and lethal security devices available in order to control those left on the surface.  as time passed and the earth began to heal more rapidly habitable zones were established and now the time has come for everyone to return to the surface. players assume the role of jill, a botanist who has been plucked from a watchdog police state and placed within a team overlooking a mass exodus to the earth's surface.
3247550	sexy memory puzzle - gay jail	solve the puzzles to reveal and collect the pictures of a small story of a gay guy having sex in a jailhouse, in images hidden behind pairs of cards which you have to match. flip two cards, and if the numbers on them match, they will be removed from the board, revealing a unique image. features: 12 different high quality adult images to reveal. cards are shuffled randomly at each game, for maximum replay value. timer, to see how long it takes to solve a puzzle gallery where you can view all the puzzle images you have solved. relaxing music. be among the fastest players to achieve a top spot in our leaderboards and unlock various achievements.
2756670	plumber survivors	other games from iron games about the game the ancient gates have fallen, and evil has entered our world. but some brave, hardy handymen stood up against the hordes. they picked up their tools and went on their righteous rampage. the first of them was the plumber. quick sessions (up to 30 min) characters attack and cast spells automatically choose between the plumber, the fireman, the builder and others dozens of active skills collect crystals to upgrade your heroes unlock new difficulty and game modes
1224120	jerking off in class simulator	jerk off in class &amp; don't get caught! jerking off in class simulator is inspired by that one person that would always jerk off in the back of the classroom. do you have what it takes to be that pervert? about jerking off in class simulator is a perverted game where your objective is to masturbate in the middle of class while not getting caught by your peers or teacher. your goal is to jerk off while no one is paying any attention to you. no one in this world knows how to play your skin flute like you do so how about you take this time to give yourself a little reward. besides, if no one spots you, is there really any harm? gameplay while you are choking the chicken, students will toggle between performing actions where they can spot you and actions where you are free to handle your business. the selfie queen will take selfies and might notice you while looking at her camera. the gossip will talk to people around her and might spot you when she's not paying attention to class. it is your job to find the right windows of time to spank that monkey. oh and be careful. find the sweet spot on your pleasure meter so when you orgasm, its not too loud and everyone catches you. content 31 levels 3 objectives for each level 5 playable characters 6 students 1 teacher happy orgasms! disclaimer all characters are over the age of 18. this game contains mature content recommended for ages 18+.
755850	vr ping pong paradise	you can play table tennis in outer space!! you feel refreshed! you can choose 6 play zones in this game. sky arena , on the raft , under the cherry trees , street basketball court , seaside golf course , outer space. you can enjoy ping pong in an unreal world. features full-fledged ping pong game supervised by table tennis coach. you can play forever with a wealth of combinations. 1. you can choose from 6 unique persons and men. 2. you can set the strength of the opponent from 3 types of easy, normal and hard. 3. you can choose whether you are 'right handed' or 'left handed'. 4. you can choose from 3 types of game set, 1 set, 3 set, 5 sets. 5. you can choose clothing from training wear, aloha shirt, swimwear. this game has a realistic feeling with the cpu's real movement and sound. your physical fitness and skills will improve. this game also corresponds to cuts and drives, you can hit the ball you want. serve and rally, everything is possible inside vr. this game has a realistic feeling with the cpu's real movement and sound. but don’t be careless! simple balls are smashed by rivals. one sphere is intimate!!! let's enjoy unique character and paradise table tennis in various places.
1446470	dome discover	working hard to have updates asap!! dome discover is an adventure rpg game with anime aesthetics set in a word where humans live enslaved in a dome without being able to escape. 16-year-old aeon will live his last days with his family and friends in this dome which is controlled by dux ananke, who does not allow anyone to leave. but there is a minimal possibility of escape: every 100 years you must fight against the dux of the dome and thus be able to free the people from this confinement. but how will only the nine people who live in this little dome do it? developed in unreal engine 4. the whole game will be based on a crafting system, to advance with the story, create weapons, reach new points on the map, until the final fight against the dux of the dome takes place.
3233390	lilith's lair	embark on a treacherous journey as you scale the lair of lilith the lascivious lilith's lair is a point-and-click choose-your-own-adventure game where you the player guide our heroine bellagarth the brave through a dangerous tower full of fantastical inhabitants, both friend and foe! every choice you make will branch the story into different strange and kinky scenarios! the entire game is played with just the mouse. each story branch will come with it's own unique set of minigames which are slow and can be played at your own pace, so laptop touchpad users need not worry about quick reaction times. the game heavily features multiple size-related kinks such as: weight gain stuffing vore breast expansion inflation giantess if any of these speak to you dear reader, then considering ascending the frightful keep of the vampiress! but keep your wits about you, as carelessness does come with dire consequences!
2007520	rainbow high™: runway rush	welcome to the world of rainbow high. we’re all about letting our true colors shine through creativity, fashion, and friendship. if you can make it through rainbow high, you can make it through anything. ring! “a huge announcement in the runway classroom. could all first-year students report to room 112. i repeat, a huge announcement in the runway classroom 112!” play as ruby, poppy, sunny, jade, skyler, and violet. it looks like you’ve just got your first art assignment - the theme is ‘everything is art’. play as your favorite rainbow high character, ruby, poppy, sunny, jade, skyler and violet. use their unique talents and work together to present your best work to date. the team with the best idea will be awarded the chance to plan a major school project. it’s time to transform creative struggles into creative brilliance. discover the classrooms, the student’s bedrooms, rainbow union, and more. there are so many places at rainbow high to find inspiration for our first assignment. take a tour around the school. start in the atrium and check out the majestic unicorn, then catch up on the latest tea with the students in the common rooms. explore the residence corridors, and swing by sunny’s bedroom as you make your way to the student lounge, where you can play video games or take some great selfies. head over to the rainbow union, up to the first floor to find fun materials in the fabric studio, and more. find clues, collect rainbow diamonds, and unlock the coolest outfits. as you work on your assignment, collect rainbow diamonds, and find clues along the way to help you open the rainbow lockers. and use each character’s unique talents to unlock the coolest outfits whilst you help your friends in their creative quests. share your unique talents with them and complete your first assignment. this project will get #intense and test friendships at times. help the bffs come together and overcome their differences. you can do this! #letyourtruecolorsshine
1700270	lucky tower ultimate	early access roadmap about the game embark on a quest with the delightfully narcissistic knight, von wanst (gorgeous hair), as he attempts to free himself from a perplexing tower. explore a labyrinth of unpredictable outcomes filled with deadly traps, monsters, and even other prisoners to join in the escape. lucky tower ultimate is a roguelite adventure game infused with slapstick humor and a hand-drawn aesthetic, where each run feels like an immersive cartoon. it continues the cult classic flash game series about choosing between three mysterious doors. the lucky tower beckons seasoned fans and new players alike to experience the unique pleasure of getting all geared up just to slip on a banana peel and die. in this twisty tale, your decisions are the key to multiple ways to end the run — each more complex than the last. everything and everyone reacts to your actions, for better or worse. selfishly slash your way down and use companions to your advantage, or safely reach civilization together. every door, every step, and every battle is an invitation to embrace the unexpected, where you can never truly prepare for what’s coming next. acquire potions, armor, or magical treasures to sow mayhem on the next floor and discover the secrets buried within the lucky tower. from broccoli to dead enemies, everything in the game can be used as a weapon a village for commerce and meta-progression awaits you outside the tower companions reacts to the way you treat them - friends turn to foes if you step on their toes endgame for those who seek to truly become the ultimate knight randomly generated levels and haircuts keeps every playthrough fresh a hero that makes dying fun hand-drawn 2d graphics full voice acting makes for kickin’ times and smashing punchlines multiple ways to exit the tower, including a dark and atmospheric cave   our discord is the best place to go for insights into the game’s development, and provide feedback during early access. join our discord via the links section of our steam page, under the listed languages!
1634830	keep trying! zombie apocalypse	get ready for an ego-shooter of a very different kind. keep trying – zombie apocalypse is a single player game which is made especially for twich streamers and their community after her parents fell victim to zombies after a terrible incident, 19 year old faith sets off to find her younger brother jo. she shows no mercy towards the zombies. prove yourself fighting against zombies in the role of faith in different levels – the best thing is: your community helps you. your community is able to support you during your fight against the undead monsters with munitions and new weapons. watch out: simultaneously they can also set a new horde of zombies. but there is much more in this game: choose between three different long-range weapons: pistol: infinite munition but little damage rifle: 300 munition and medium shooting speed but little damage shotgun: little munition but high damage collect useful items such as munitions, gold and booster for more life points, more damage and more attack speed experience points save you risings into higher levels with even more challenges defeat the final enemy and stop the zombie apocalypse and don’t forget: “what is dead once, should stay dead.”
2828290	toward the moon	from ancient historical periods to embarking on a journey through space by leaping, encountering different locations with different obstacles can add excitement to your excitement. purpose to reach the top as soon as possible by trying different paths and overcoming different obstacles. location encounter structures from ancient historical periods, modern-day buildings, and finally space age structures. controls use both keyboard and mouse, as well as joystick for easy controls to reach the goal more excitingly. obstacles and challenges discover new obstacles, leap over gaps, and climb walls strategically while passing each level. it's not just about being fast to succeed. it's about moving smartly and using the shortest path.
2594470	bit tower	bit tower is a simple tower defense game where you defend your castle while trying to withstand increasingly larger waves. hire adventurers, position them strategically, and fight against the waves of monsters. play with 7 unlockable characters. battle against 4 species of monsters and their variants. support abilities. unlock all steam achievements. infinite waves, endure as long as you can. simple and fun game with 30 minutes guaranteed.
2010510	indenture	narrative exploration: dive into the story of the nishimura family, a once-influential kendo dojo lineage now facing a tragic secret. explore the quiet countryside setting and uncover the haunting past that threatens to destroy the family’s reputation and dojo. choice and consequence: players make crucial decisions that significantly impact the storyline and the fate of the nishimura family. navigate moral dilemmas and strategic choices that influence relationships, unlock different scenes, and lead to multiple possible endings. every choice matters. relationship management: manage complex relationships within the nishimura family and with other key characters. build trust, foster forbidden romances, or create rivalries based on your choices. relationship dynamics play a crucial role in uncovering secrets and driving the plot forward. unlocking scenes: progress through the game to unlock explicit scenes and significant story moments that delve deeper into the family's dark secrets and intense emotional experiences.
3096390	sanguos3	◯ 1. simplify internal affairs in the game, you don't need to manually develop commercial agriculture and recruit soldiers and treat injuries like other three kingdoms strategy games. you only need to set a governor, who will develop various values ​​of the city according to his own attributes. increasing the number of civil officials can also improve the governor's development efficiency. the generals automatically restore 30% of their lives each round and automatically recruit soldiers from the population. when the population is 0, the troops cannot be replenished. ◯ 2. personality of famous generals each general has 3 personalities, which affect the behavior of the generals during the game. for example, the development efficiency of the governor with a dedicated personality is increased by 50%; the success rate of the generals with a good debate personality when persuading the enemy to surrender is increased by 50%; the cunning generals have 100% escape when arrested; the generals with unruly personalities have a 50% chance of being uncontrolled during battle, etc. ◯ 3. equipment &amp; artifacts there are currently 15 types of military equipment and 6 artifacts in the game. equipment can be purchased in the city. matching equipment can greatly improve the combat attributes of the generals such as output, defense and range. artifacts are randomly scattered around at the beginning of the game and need to be obtained by performing patrol missions. artifacts have special functions, such as possessing the 'imperial seal' can make you an emperor, possessing the 'diluma' can perform the magic skill 'leap', etc. more equipment and artifacts will be added in the future. ◯ 4. battle terrain the battle scene consists of terrains such as grasslands, woods, rivers, and city walls. in the woods, you will receive additional fire damage, on the mountains, you can increase your range, and moving in the desert requires more action. each terrain has a different effect on marching and fighting. if you can use the characteristics of the terrain to fight, you can turn the tide of the battle. ◯ 5. battle strategy strategy is an ability that a general can use during the battle, and it requires the general's intelligence. for example, a general with an intelligence higher than 55 can perform containment to prevent the enemy general from moving. using 'wind call' can make the enemy general our general. using 'wind call' can increase the attack range of all our shooters, etc. ◯ 6. editing the script the game has a built-in script editor. through the editor, you can modify the characters, cities, terrain, etc. in the official script. you can also create a brand new script of your own. the script supports exporting to the local computer, so even if it is a stand-alone game, you can export the script to share with your friends. the first time you enter the game, click the start game button to quickly enter the novice tutorial. the operation of the editor is relatively simple, so there is no tutorial. just watch the video above. if you have any questions about the game mechanism, it is recommended to check the built-in help manual of the game first. if you have any comments or suggestions, you can leave a message in the community forum or send an email to my mailbox. thank you for experiencing sanguos3.
308000	gold rush! classic	gold rush! takes you back to the year 1849, when gold was discovered in california. it was certainly one of the most exciting times in american history. gold rush! includes the three routes tens of thousands took to the gold regions. become jerrod wilson and experience each trek as you travel from new york to california. whichever route you decide to take, you will see many historical sights. try going overland across the great plains and huge mountain ranges, crossing the isthmus of panama, or rounding cape horn on the tip of south america. if you survive and arrive at sutter’s fort, the adventure is still only half over! many other puzzles remain to be solved before you achieve your goals in california. experience the classic style of the original game, which delighted millions of gamers in the eighties. gold rush! is automatically installed and configured to run on all modern windows systems, via dosbox. features: unique art design causes you to travel back to the middle of the 19th century three different western routes (3 adventures in one game) parser interface bonus items: historical map of the three routes original user’s guide unpublished original concept drawings of the developer from the 80s compatible operating systems: starting with windows xp with the help of dosbox
1251690	my hole is a mouth of dirt	my hole is a mouth of dirt follows a lonely cloaked being called mole, living in a vast desolate, otherworldly underground network of tunnels. mole hears what he believes to be the voice of god and follows his instructions with faith that all he's done has a greater purpose. his faith is tested one day after he is instructed to venture even deeper beneath the earth to deliver a baby, for no given reason except to believe this is the right thing to do. focusing on bringing your mind to a dark place for 50-80 minutes, presenting interesting and strange scenarios to immerse yourself in as you explore a twisted underground with gameplay mechanics tied directly into the story, occasionally dealing with a strange horror that creeps up on. backed with an atmosphere conjured up to tackle a darker look at trust, faith, love, hate and fatherhood. features: take your mind to a dark place with a thick atmosphere conjured up by a dreamy original soundtrack and a flow of events and environments laced with darker context and subtext. the game is not without fangs however, face a small selection of stranger horrors, bringing forth something a twisted and strange. a stand-alone journey that can be experienced by anyone who can stomach the disturbing content, but also ties into something greater for fans of other yai gameworks games. connected and stitched together with a surreal narrative brimming with detail about one man's literal descent into his faith and belonging to this world. i do as he sayeth, even when i don't like it. for i am but a vessel to god, that's what i was made for.
1757570	capital island	welcome to capital island this island has seen better days... now, they all wait hope knock on their door. you as a door-to-door seller will help capital island prosper again (while making some profit, of course!). choose your hero to help you accomplish this mission, you'll have the company of isla or brody . that's no wrong choice here. both are ready to make deals. knock knock knock each day you have to go door to door offering products from your catalog and making deals with the residents. some will buy, some will offer a trade, some will ask for a donation... and others will just ignore you. but. nothing like a day after another, right? with your notebook, you keep track of your clients' requests and never get lost (since you have a map there too). every morning your dealer's boat docks at the pier and you can shop to fulfill your customers' requests or sell when there are too many items (or too few coins). after that, just pack your bag and you're good to go! let's talk about business when the island begins to evolve, new islanders will migrate and build new homes. and some will grab the opportunity to open their own businesses. that will also give you the possibility of different negotiations. and, who knows, maybe some interesting investments. capital island is waiting for you! now, go knock on some doors...
1886440	for runner night	welcome to the world of for runner night and get ready for the challenges game features: for runner night is a single player endless runner game in which the player will be able to run between obstacles and jump, where he will have to dodge as many obstacles as possible, where the player can always try to beat his own record for the longest distance covered. main features: - 1 player offline! - always keep avoiding obstacles, otherwise you will go back to the beginning. - an offline local player! - there is a tutorial available in the game's menu to teach new players about the game's commands.
700650	adventure golf vr	a minigolf adventure for all ages! discover dinosaurs, robots and a cranky mushroom! using your steamvr controllers it is just like playing in real life, but with more dinosaurs. play minigolf in 3 unique locations. fantasy, prehistoric and sci-fi styles. each hole is unique. each one handcrafted, fun, challenging and beautiful. we worked hard to make the game very family friendly. - adjustable putter height. suitable for big and tiny humans. - nothing too scary or intense. great fun for kids and adults! - everybody instantly knows how to play. just put on the headset and go! global and local highscores. compete for the top spot in the world or household bragging rights.
360880	nightfall: escape	nightfall: escape puts you in the shoes of a field journalist who is on a mission to investigate the mysterious disappearances in a remote area. explore the place, search for leads and use your wits to survive the hidden terrors of the cursed place. tread carefully, for curiosity may come at a price. synopsis: ara cruz, a field journalist finds herself trapped in an old mansion rumored to be a place where people suddenly disappear to. as she struggles to find her way out, she must face the perils that lurk inside the said place. will she be able to get the scoop she went there for and live to tell the tale, or will the missing victims count increase by one? features: past meets present. experience classic horror elements that meet modern survival gameplay. fear the unknown. survive creatures of terror you've never seen before. observation is key. collect clues and solve puzzles to uncover the mysteries of the mansion. connect the dots. immerse in the actual tragic events that occurred in the past through haunting visions. fortune favors the brave. have a closer look at the game's unique art style through the gallery, unlocked by collecting silver coins.
2052780	painter simulator	painter simulator: paint the whole world! painter simulator is a new-generation game in which the emphasis is placed on the player's imagination and perceptiveness. create the world in the colors you want to see with a brush . the use of individual colors will make certain objects, vehicles or characters start to move, thus, going through the next stages of the game, you will discover the story and become its participant. it will be up to you how the game unfolds. become a leader and decide where the action of the scenario maps will take. be an artist - unlock game modes where you can decide for yourself whether the leaves will be blue or the grass will be purple. be creative and create your own image. the color palette is waiting for the first play. paint - make friends with colors , give them a new meaning. fill the scene with color in many ways. don't waste time on a regular crayon, try rain from spilled paint. paint the walls with a brush and you will see what the effect will be. scenarios and adventures - bring painted elements to life, giving them a new meaning. be a spectator and watch what happens next. rob the bank and don't get caught. fasten your seat belt and win the race. make a beautiful lady fall in love with you or experience a safari adventure. here you have everything at your fingertips. upgrade your skills - don't give up on a loss just because something went wrong. you decide which painting mode you want to choose. as the game progresses, you will gain skills and set a goal you want to achieve. you decide what surface you want to use in colors. use your possibilities without forgetting about diversity. it is up to you whether you paint individual elements or the entire environment. imagine, act!
312660	sniper elite 4	'sniper elite 4 is a smart, strategic shooter that empowers you to make your own path' ign, 8.3/10 'a riotously entertaining ww2 stealth adventure' eurogamer, recommended 'an ambitious stealth game that handily outperforms its predecessors' pc world, 4/5 discover unrivalled sniping freedom in the largest and most advanced world war 2 shooter ever built. experience tactical third-person combat, gameplay choice and epic longshots across gigantic levels as you liberate wartime italy from the grip of fascism. set in the aftermath of its award-winning predecessor, sniper elite 4 transports players across the beautiful italian peninsula, from sun-drenched mediterranean coastal towns, to ancient forests, mountain valleys and colossal nazi megastructures. covert agent and elite marksman karl fairburne must fight alongside the brave men and women of the italian resistance and defeat a terrifying new threat with the potential to halt the allied fightback in europe before it’s even begun. expansive campaign encounter hours of gripping gameplay in huge campaign levels with hundreds of enemies, vehicles and high-ranking nazi officers to hunt. forge your own path to your objectives, uncover new sniper nests, find secret side missions, collectibles and more! award-winning sniping experience genre-defining rifle ballistics where snipers must take account of wind, gravity and heart rate to land satisfying shots over hundreds of meters. extensive arsenal adapt seamlessly to any combat situation with an impressive array of iconic world war 2 sniper rifles, pistols, submachine guns, heavy weapons, traps, grenades and explosives. deep customisation hone your combat effectiveness by upgrading skills and tweaking key weapon traits such as scope magnification, muzzle velocity and stability. create and edit custom loadouts for any encounter. slick traversals and takedowns climb, hang, shimmy and leap your way across the game’s vast environments to get the drop on enemies and deliver killing blows from behind cover, hanging over ledges and more! acclaimed x-ray kill cams sniper elite’s acclaimed x-ray kill camera returns with all-new visuals and features, now framing your most impressive melee attacks and explosive trap kills in bone-cracking detail. tactical co-op play the entire campaign online with another player or jump into dedicated co-operative game modes for up to 4 players. thrilling multiplayer take sniper elite’s trademark sharpshooting into unique competitive play for up to 12 players in 6 modes across 6 custom-designed maps. even more modes and maps will be released free after launch!
2332220	marionette mates	marionette mates is a powerful pngtuber application with multiplayer support. marionette mates allows you to use the provided assets or ones you create as virtual avatars to create an online presence alone or with friends. marionette mates is best used with streaming software like obs to chromakey out the background and have just your mates on your stream or recording. features online multiplayer - play with up to 6 other friends at once! steam networking - no port forwarding required. runtime asset loading - use our website or share your local assets with friends and load images on the fly! synced mates - clients automatically use the host's mates when they connect. (requires use of our website or a shared assets folder between the hosts and clients) editor window - customize your mate to your heart's content and when you're ready hit apply to make your changes visible to everyone. emotes - set your mate's default emotion when speaking. props - use a variety of hats, wigs, accessories, and other props to customize your mate.
1570500	space moth: lunar edition	play star hunter dx from 1cc games now! about the game space moth: lunar edition 1cc games’ first shoot ’em up returns with totally overhauled visuals, all-new enemies and attacks, a deeper scoring system, remixed soundtrack and fresh player powers. space moth: lunar edition is the ultimate version of the beloved cult classic. some things stay the same! fact: everything is better with lasers. so we put lasers on over 30 angry giant insects who want to stop you, space moth, from escaping earth and going to the moon. show them who's boss and blast your way into space! vivid visuals: from reworked nocturnal backgrounds to new enemies and particle effects, graphics have been enhanced to give lunar edition a distinct style and flair of its own. bullet heaven: enemy attacks have been upgraded using 1cc games’ custom bullet pattern editor from star hunter dx , allowing for intricate kaleidoscopes of death to dodge through! from beginner to pro: lunar edition adds a flexible new scoring system, built to both raise the skill ceiling so pros can aim for stratospheric high scores, while lowering the barrier to entry so beginners can jump right in. stellar sounds: to suit the more intense gameplay in lunar edition , all of the game’s cuts have been remixed and reinvigorated to get your blood pumping! ultimate control: eight directions. three buttons. keyboard, controller and arcade stick support. the freedom to remap any setup as you please. jump straight into the game without having to worry about finger gymnastics! tate mode: for the purists! spin that monitor 90 degrees and enjoy the fully supported vertical display!
554310	rage wars	get prepared for the first ever shooter game based on rage comics ! rage wars is a well-made action game with a variety of weapons, worlds and enemies to challenge with. a game where you have either a storyline or an arena mode to challenge your friends over game center! simple controls let you take over the battlefield easily. features: - storyline with 30 levels, lots of enemies and cut-scenes to catch up with dramatic story. - arena mode - kill as much zombies as you can. - dynamic main character facial rage expressions. - most of rage faces used just in one game for your joy. - lots of y u no, fuuuuu, and trolling moments you will never forget. - collect potatoes to unlock different weapons! tips: - use your rage button whenever you're in trouble! so y u no try it out? true story ;)
2054600	ecchi beauties 2	ecchi girls is a very addicting puzzle game in which you must solve puzzles of lovely girls with 40 tiles. the game has an amazing soundtrack , 10 levels with girls in hd quality . this said the game is a perfect way to relax from a hard day at work. features 10 levels of beautiful girls relaxing music and gameplay all images in high hd quality makes you forgot all your sorrows game modes puzzle mode gallery mode thanks to the artist 'bachledn' for the amazing images 🥰
1518000	cooking: around the world	do you like cooking? are you still learning it? or are you afraid that you would burn the kitchen by making a scrambled eggs? whatever your answer, this game will make you masterchef of your own kitchen. enter the kitchen and put on your virtual apron. you will not make microwave sausages and cook pasta here, and you can forget ordering food too. luckily for you, you don't have to worry about burning food and washing dishes or crying, because of cutting onions. story you play as a novice chef who has to prepare the dishes based on the restaurant menu. you start with simpler dishes first, and then, as you turn up in more and more restaurants, the dishes become more complicated. gameplay the goal of the game is to figure out what ingredients each food is made from. some foods will require two ingredients, others require three. moreover, it may be necessary to first produce another ingredient that will later be used for a food on the menu. on a given level (restaurant) the menu includes 10-12 dishes. you complete a level when you discover all the dishes on the menu of the particular nation’s cuisine. each time you have successfully discovered all the dishes on the menu, you are transferred to the cuisine of another nation, where more food and new ingredients await you. furthermore, if you have managed to discover a dish, it can even be made at home based on its recipe in the game. key features find out what ingredients can be used to make the dishes on the menu normal (two-ingredients) and difficult (three-ingredients) foods increasingly harder challenges, more complex puzzles the discovered dishes can actually be prepared based on the recipes in the game 8 different menus with typical national dishes
3302110	arthur's quest: between the big sword and the bara spirits	arthur's quest is a jrpg with dating sim elements and skills based on wearing clothes provided by 2 bara spirits. you can date and unlock scenes with them by leveling up the skills linked to their clothes. the story is about a prince who goes undercover in a new kingdom to save his people. clothing system with 4 outfits and unique skills to learn for each one (including a nude one);  10 h-scenes including kissing ones; explore a fantasy world; bara characters; a classic jrpg combat with turned-based battle;
